id,BookTitle,BookAltTitle,BookYear,BookLink,Author,FilmTitle,FilmLink,FilmYear,ISBN
1666,The Last Days of Pompeii,,1834,/wiki/The_Last_Days_of_Pompeii,Edward Bulwer-Lytton,Gli ultimi giorni di Pompei,,1913,
1667,The Last Days of Pompeii,,1834,/wiki/The_Last_Days_of_Pompeii,Edward Bulwer-Lytton,The Last Days of Pompeii,"/wiki/The_Last_Days_of_Pompeii#Film,_TV_and_theatrical_adaptations_-_The_Last_Days_of_Pompeii_(1926_film)",0,
1668,The Last Days of Pompeii,,1834,/wiki/The_Last_Days_of_Pompeii,Edward Bulwer-Lytton,Gli ultimi giorni di Pompei,,1926,
1669,The Last Days of Pompeii,,1834,/wiki/The_Last_Days_of_Pompeii,Edward Bulwer-Lytton,The Last Days of Pompeii,/wiki/The_Last_Days_of_Pompeii_(1935_film),1935,
1670,The Last Days of Pompeii,,1834,/wiki/The_Last_Days_of_Pompeii,Edward Bulwer-Lytton,The Last Days of Pompeii,"/wiki/The_Last_Days_of_Pompeii#Film,_TV_and_theatrical_adaptations_-_The_Last_Days_of_Pompeii_(1950_film)",0,
1671,The Last Days of Pompeii,,1834,/wiki/The_Last_Days_of_Pompeii,Edward Bulwer-Lytton,Gli ultimi giorni di Pompei,,0,
1672,The Last Days of Pompeii,,1834,/wiki/The_Last_Days_of_Pompeii,Edward Bulwer-Lytton,Les Derniers Jours de Pompéi,,1950,
1673,The Last Days of Pompeii,,1834,/wiki/The_Last_Days_of_Pompeii,Edward Bulwer-Lytton,The Last Days of Pompeii,"/wiki/The_Last_Days_of_Pompeii#Film,_TV_and_theatrical_adaptations_-_The_Last_Days_of_Pompeii_(1959_film)",0,
1674,The Last Days of Pompeii,,1834,/wiki/The_Last_Days_of_Pompeii,Edward Bulwer-Lytton,Gli ultimi giorni di Pompei,,1959,
1675,The Last Detail,,1970,,Darryl Ponicsan,The Last Detail,/wiki/The_Last_Detail,1973,
1676,The Last Hunt,,1954,/wiki/The_Last_Hunt_(western_novel),Milton Lott,The Last Hunt,/wiki/The_Last_Hunt,1956,
1677,The Last of the Duanes,,1913,/wiki/Last_of_the_Duanes_(novel),Zane Grey,The Last of the Duanes,/wiki/The_Last_of_the_Duanes_(1919_film),1919,0-7862-0627-6
1678,The Last of the Duanes,,1913,/wiki/Last_of_the_Duanes_(novel),Zane Grey,The Last of the Duanes,/wiki/The_Last_of_the_Duanes_(1924_film),1924,0-7862-0627-6
1679,The Last of the Duanes,,1913,/wiki/Last_of_the_Duanes_(novel),Zane Grey,The Last of the Duanes,/wiki/The_Last_of_the_Duanes_(1930_film),1930,0-7862-0627-6
1680,The Last of the Duanes,,1913,/wiki/Last_of_the_Duanes_(novel),Zane Grey,El último de los Vargas,/w/index.php?title=El_%C3%BAltimo_de_los_Vargas&action=edit&redlink=1,1930,0-7862-0627-6
1681,The Last of the Duanes,,1913,/wiki/Last_of_the_Duanes_(novel),Zane Grey,Last of the Duanes,/wiki/Last_of_the_Duanes_(1941_film),1941,0-7862-0627-6
1682,The Last of the Mohicans,,1826,/wiki/The_Last_of_the_Mohicans,James Fenimore Cooper,The Last of the Mohicans,/wiki/The_Last_of_the_Mohicans#Films_-_The_Last_of_the_Mohicans_(1912_film),1912,
1683,The Last of the Mohicans,,1826,/wiki/The_Last_of_the_Mohicans,James Fenimore Cooper,The Last of the Mohicans,/wiki/The_Last_of_the_Mohicans_(1920_American_film),1920,
1684,The Last of the Mohicans,,1826,/wiki/The_Last_of_the_Mohicans,James Fenimore Cooper,Der Letzte der Mohikaner,/wiki/The_Last_of_the_Mohicans_(1920_German_film),0,
1685,The Last of the Mohicans,,1826,/wiki/The_Last_of_the_Mohicans,James Fenimore Cooper,The Last of the Mohicans,,1920,
1686,The Last of the Mohicans,,1826,/wiki/The_Last_of_the_Mohicans,James Fenimore Cooper,The Last of the Mohicans,/wiki/The_Last_of_the_Mohicans_(1932_serial),1932,
1687,The Last of the Mohicans,,1826,/wiki/The_Last_of_the_Mohicans,James Fenimore Cooper,The Last of the Mohicans,/wiki/The_Last_of_the_Mohicans_(1936_film),1936,
1688,The Last of the Mohicans,,1826,/wiki/The_Last_of_the_Mohicans,James Fenimore Cooper,The Last of the Mohicans,/wiki/The_Last_of_the_Mohicans_(1971_series),1971,
1689,The Last of the Mohicans,,1826,/wiki/The_Last_of_the_Mohicans,James Fenimore Cooper,The Last of the Mohicans,/wiki/The_Last_of_the_Mohicans#TV_-_The_Last_of_the_Mohicans_(1977_television_film),1977,
1690,The Last of the Mohicans,,1826,/wiki/The_Last_of_the_Mohicans,James Fenimore Cooper,The Last of the Mohicans,/wiki/The_Last_of_the_Mohicans_(1992_film),1992,
1691,The Last Picture Show,,1966,,Larry McMurtry,The Last Picture Show,/wiki/The_Last_Picture_Show,1971,
1692,The Last Ride,,1996,/wiki/The_Last_Ride_(novel),Thomas Eidson,The Missing,/wiki/The_Missing_(2003_film),2003,
1693,The Last Song,,2009,/wiki/The_Last_Song_(novel),Nicholas Sparks,The Last Song,/wiki/The_Last_Song_(film),2010,0-446-54756-5
1694,Last Stand at Papago Wells,,1957,,Louis L'Amour,Apache Territory,/wiki/Apache_Territory,1958,
1695,Last Stand at Saber River,,1959,,Elmore Leonard,Last Stand at Saber River,/wiki/Last_Stand_at_Saber_River,1997,
1696,The Last Unicorn,,1968,/wiki/The_Last_Unicorn,Peter S. Beagle,The Last Unicorn,/wiki/The_Last_Unicorn_(film),1982,0-345-02892-9
1697,The Late George Apley,,1937,/wiki/The_Late_George_Apley,John P. Marquand,The Late George Apley,/wiki/The_Late_George_Apley_(film),1947,
1698,Lay This Laurel,,1973,,Lincoln Kirstein,Glory,/wiki/Glory_(1989_film),1989,
1699,Layer Cake,,2000,/wiki/Layer_Cake_(novel),J. J. Connolly,Layer Cake,/wiki/Layer_Cake_(film),2004,0-7156-3018-0
1700,Laura,,1942,/wiki/Laura_(novel),Vera Caspary,Laura,/wiki/Laura_(1944_film),1944,
1701,Laura,,1942,/wiki/Laura_(novel),Vera Caspary,Laura,"/wiki/Vera_Caspary#Film_credits_-_Laura,_(1962;_TV;_writer)",1962,
1702,Laura,,1942,/wiki/Laura_(novel),Vera Caspary,Laura,"/wiki/Vera_Caspary#Film_credits_-_Laura,_(1968;_TV;_novel)",1968,
1703,Law and Order,,1973,,Dorothy Uhnako,Law and Order,/w/index.php?title=Law_and_Order_(1976_film)&action=edit&redlink=1,1976,
1704,The Law at Randado,,1954,,Elmore Leonard,Border Shootout,,1990,
1705,Law Man,,1955,,Lauran Paine,The Quiet Gun,,1957,
1706,Lawyer Man,,1932,,,Lawyer Man,/wiki/Lawyer_Man,1933,
1707,Leaving Cheyenne,,1963,,Larry McMurtry,Lovin' Molly,/wiki/Lovin%27_Molly,1974,
1708,The Ledger,,1970,,Dorothy Uhnak,Get Christie Love!,/wiki/Get_Christie_Love!,1974,
1709,Left Behind,,1995,/wiki/Left_Behind,Tim LaHaye,Left Behind,/wiki/Left_Behind#Movies,2000,
1710,Left Behind,,1995,/wiki/Left_Behind,Tim LaHaye,Left Behind: The Movie,/wiki/Left_Behind:_The_Movie,2000,
1711,Left Behind,,1995,/wiki/Left_Behind,Tim LaHaye,Left Behind II: Tribulation Force,/wiki/Left_Behind_II:_Tribulation_Force,2002,
1712,Left Behind,,1995,/wiki/Left_Behind,Tim LaHaye,Left Behind: World at War,/wiki/Left_Behind:_World_at_War,2005,
1713,Legion,,1983,/wiki/Legion_(Blatty_novel),William Peter Blatty,The Exorcist III,/wiki/The_Exorcist_III,1990,0-671-47045-0
1714,Lemonade Mouth,,2007,/wiki/Lemonade_Mouth,,Lemonade Mouth,/wiki/Lemonade_Mouth_(film),2011,0-385-73392-5
1715,Lemonade Mouth,,2007,/wiki/Lemonade_Mouth,,Lemonade Mouth 2,/wiki/Lemonade_Mouth_(film)#Sequel,2012,0-385-73392-5
1716,The Leopard,,1958,/wiki/The_Leopard,Giuseppe Tomasi di Lampedusa,The Leopard,/wiki/The_Leopard_(1963_film),1963,0-679-73121-0
1717,Less Than Zero,,1985,/wiki/Less_Than_Zero_(novel),Bret Easton Ellis,Less Than Zero,/wiki/Less_Than_Zero_(film),1987,978-0-14-008894-6
1718,Let the Right One In,Låt den rätte komma in,2004,/wiki/Let_the_Right_One_In_(novel),John Ajvide Lindqvist,Let the Right One In,/wiki/Let_the_Right_One_In_(film),2008,0-312-35529-7
1719,Let the Right One In,Låt den rätte komma in,2004,/wiki/Let_the_Right_One_In_(novel),John Ajvide Lindqvist,Let Me In,/wiki/Let_Me_In_(film),2010,0-312-35529-7
1720,Letter to Five Wives,,1946,,,A Letter to Three Wives,/wiki/A_Letter_to_Three_Wives,1949,
1721,Let Me Count the Ways,,1965,,Peter De Vries,How Do I Love Thee?,/wiki/How_Do_I_Love_Thee%3F,1970,
1722,Les Liaisons dangereuses,The Dangerous Liaisons,1782,/wiki/Les_Liaisons_dangereuses,Pierre Choderlos de Laclos,Les liaisons dangereuses,/wiki/Les_liaisons_dangereuses_(film),1959,
1723,Les Liaisons dangereuses,The Dangerous Liaisons,1782,/wiki/Les_Liaisons_dangereuses,Pierre Choderlos de Laclos,Les Liaisons dangereuses,"/wiki/Les_Liaisons_dangereuses#Les_Liaisons_dangereuses_(1980),_a_French_television_film_directed_by_Claude_Barma,_starring_Claude_Degliame,_Jean-Pierre_Bouvier_and_Maïa_Simon).",1980,
1724,Les Liaisons dangereuses,The Dangerous Liaisons,1782,/wiki/Les_Liaisons_dangereuses,Pierre Choderlos de Laclos,Dangerous Liaisons,/wiki/Dangerous_Liaisons,1988,
1725,Les Liaisons dangereuses,The Dangerous Liaisons,1782,/wiki/Les_Liaisons_dangereuses,Pierre Choderlos de Laclos,Valmont,/wiki/Valmont_(film),1989,
1726,Les Liaisons dangereuses,The Dangerous Liaisons,1782,/wiki/Les_Liaisons_dangereuses,Pierre Choderlos de Laclos,Cruel Intentions,/wiki/Cruel_Intentions,1999,
1727,Les Liaisons dangereuses,The Dangerous Liaisons,1782,/wiki/Les_Liaisons_dangereuses,Pierre Choderlos de Laclos,Untold Scandal,/wiki/Untold_Scandal,2003,
1728,Les Liaisons dangereuses,The Dangerous Liaisons,1782,/wiki/Les_Liaisons_dangereuses,Pierre Choderlos de Laclos,Les Liaisons dangereuses,/wiki/Les_Liaisons_dangereuses_(TV_miniseries),2003,
1729,Les Liaisons dangereuses,The Dangerous Liaisons,1782,/wiki/Les_Liaisons_dangereuses,Pierre Choderlos de Laclos,Michael Lucas' Dangerous Liaisons,/wiki/Michael_Lucas%27_Dangerous_Liaisons,2005,
1730,The Life Before Us,Momo,1975,/wiki/The_Life_Before_Us,Romain Gary,Madame Rosa,/wiki/Madame_Rosa,1977,
1731,The Life Before Us,Momo,1975,/wiki/The_Life_Before_Us,Romain Gary,The Life Before Us,/wiki/The_Life_Before_Us#Adaptations_-_The_Life_Before_Us_(2010_television_film),2010,
1732,Life of Pi,,2001,/wiki/Life_of_Pi,Yann Martel,Life of Pi (film),/wiki/Life_of_Pi_(film),2012,0-676-97376-0
1733,The Lincoln Lawyer,,2005,/wiki/The_Lincoln_Lawyer,Michael Connelly,The Lincoln Lawyer,/wiki/The_Lincoln_Lawyer_(film),2011,0-316-73493-4
1734,A Lion Is in the Streets,,1945,,Adria Locke Langley,A Lion Is in the Streets,/wiki/A_Lion_Is_in_the_Streets,1953,
1735,Little Dorrit,,1855,/wiki/Little_Dorrit,Charles Dickens,Little Dorrit,/w/index.php?title=Little_Dorrit_(1913_film)&action=edit&redlink=1,1913,
1736,Little Dorrit,,1855,/wiki/Little_Dorrit,Charles Dickens,Little Dorrit,/wiki/Little_Dorrit_(1920_film),1920,
1737,Little Dorrit,,1855,/wiki/Little_Dorrit,Charles Dickens,Klein Dorrit,/w/index.php?title=Klein_Dorrit_(1934_film)&action=edit&redlink=1,1934,
1738,Little Dorrit,,1855,/wiki/Little_Dorrit,Charles Dickens,Little Dorrit,/wiki/Little_Dorrit_(1987_film),1988,
1739,Little Dorrit,,1855,/wiki/Little_Dorrit,Charles Dickens,Little Dorrit,/wiki/Little_Dorrit_(TV_serial),2008,
1740,The Lizard's Tail,,1979,,,The Hand,/wiki/The_Hand_(1981_film),1981,
1741,Eine Liebe in Deutschland,A Love in Germany,1978,,Rolf Hochhuth,Eine Liebe in Deutschland,/wiki/Eine_Liebe_in_Deutschland,0,
1742,Eine Liebe in Deutschland,A Love in Germany,1978,,Rolf Hochhuth,A Love in Germany,,1983,
1743,"The Life and Opinions of Tristram Shandy, Gentleman",,1759,"/wiki/The_Life_and_Opinions_of_Tristram_Shandy,_Gentleman",Laurence Sterne,A Cock and Bull Story,/wiki/A_Cock_and_Bull_Story,2006,
1744,The Light in the Forest,,1953,/wiki/The_Light_in_the_Forest,Conrad Richter,The Light in the Forest,/wiki/The_Light_in_the_Forest_(film),1958,
1745,The Light of Western Stars,,1914,,Zane Grey,The Light of the Western Stars,/w/index.php?title=The_Light_of_the_Western_Stars_(1918_film)&action=edit&redlink=1,1918,
1746,The Light of Western Stars,,1914,,Zane Grey,The Light of Western Stars,/wiki/The_Light_of_Western_Stars_(1925_film),1925,
1747,The Light of Western Stars,,1914,,Zane Grey,The Light of Western Stars,/wiki/The_Light_of_Western_Stars_(1930_film),1930,
1748,The Light of Western Stars,,1914,,Zane Grey,The Light of Western Stars,/wiki/The_Light_of_Western_Stars_(1940_film),1940,
1749,Like a Fire is Burning,,1991,,Gerald N. Lund,The Work and the Glory: American Zion,/wiki/The_Work_and_the_Glory:_American_Zion_(film),2005,
1750,Little Caesar,,1929,,W. R. Burnett,Little Caesar,/wiki/Little_Caesar_(film),1931,
1751,Little Caesar,,1929,,W. R. Burnett,Black Caesar,/wiki/Black_Caesar_(film),1973,
1752,Little Caesar,,1929,,W. R. Burnett,Hell Up in Harlem,/wiki/Hell_Up_in_Harlem,1973,
1753,The Little Drummer Girl,,1983,/wiki/The_Little_Drummer_Girl,John le Carré,The Little Drummer Girl,/wiki/The_Little_Drummer_Girl_(film),1984,0-340-32847-9
1754,The Little White Horse,,1946,/wiki/The_Little_White_Horse,Elizabeth Goudge,The Secret of Moonacre,/wiki/The_Secret_of_Moonacre,2009,
1755,Live and Let Die,,1954,/wiki/Live_and_Let_Die_(novel),Ian Fleming,Live and Let Die,/wiki/Live_and_Let_Die_(film),1973,
1756,Live Flesh,,1986,/wiki/Live_Flesh,Ruth Rendell,Carne trémula,/wiki/Live_Flesh_(film),0,0-09-163680-9
1757,Live Flesh,,1986,/wiki/Live_Flesh,Ruth Rendell,Live Flesh,,1997,0-09-163680-9
1758,Loaded,,1995,,Christos Tsiolkas,Head On,/wiki/Head_On_(1998_film),1998,
1759,Lobo,,1900,,Ernest Thompson Seton,The Legend of Lobo,/wiki/The_Legend_of_Lobo,1962,
1760,Logan's Run,,1967,/wiki/Logan%27s_Run,William F. Nolan,Logan's Run,/wiki/Logan%27s_Run_(1976_film),1976,
1761,Logan's Run,,1967,/wiki/Logan%27s_Run,William F. Nolan,Logan's Run,/wiki/Logan%27s_Run#2012_film,2012,
1762,Lolita,,1955,/wiki/Lolita,Vladimir Nabokov,Lolita,/wiki/Lolita_(1962_film),1962,
1763,Lolita,,1955,/wiki/Lolita,Vladimir Nabokov,Lolita,/wiki/Lolita_(1997_film),1997,
1764,The Lone Star Ranger,,1915,/wiki/The_Lone_Star_Ranger,Zane Grey,The Lone Star Ranger,/wiki/The_Lone_Star_Ranger#1919_film,1919,
1765,The Lone Star Ranger,,1915,/wiki/The_Lone_Star_Ranger,Zane Grey,The Lone Star Ranger,/wiki/The_Lone_Star_Ranger#1923_film,1923,
1766,The Lone Star Ranger,,1915,/wiki/The_Lone_Star_Ranger,Zane Grey,The Lone Star Ranger,/wiki/The_Lone_Star_Ranger#1930_film,1930,
1767,The Lone Star Ranger,,1915,/wiki/The_Lone_Star_Ranger,Zane Grey,Lone Star Ranger,/wiki/The_Lone_Star_Ranger#1942_film,1942,
1768,The Long Goodbye,,1953,/wiki/The_Long_Goodbye_(novel),Raymond Chandler,The Long Goodbye,/wiki/The_Long_Goodbye_(film),1973,
1769,The Looters,,1968,,John H. Reese,Charley Varrick,/wiki/Charley_Varrick,1973,
1770,Lord Jim,,1899,/wiki/Lord_Jim,Joseph Conrad,Lord Jim,/wiki/Lord_Jim_(1925_film),1925,
1771,Lord Jim,,1899,/wiki/Lord_Jim,Joseph Conrad,Lord Jim,/wiki/Lord_Jim_(1965_film),1965,
1772,Lord of the Flies,,1954,/wiki/Lord_of_the_Flies,William Golding,Lord of the Flies,/wiki/Lord_of_the_Flies_(1963_film),1963,0-571-05686-5
1773,Lord of the Flies,,1954,/wiki/Lord_of_the_Flies,William Golding,Alkitrang dugo,/wiki/Alkitrang_dugo,1976,0-571-05686-5
1774,Lord of the Flies,,1954,/wiki/Lord_of_the_Flies,William Golding,Lord of the Flies,/wiki/Lord_of_the_Flies_(1990_film),1990,0-571-05686-5
1775,The Lord of the Rings,The Return of the King,1955,/wiki/The_Lord_of_the_Rings,,J. R. R. Tolkien's The Lord of the Rings,/wiki/The_Lord_of_the_Rings_(1978_film),1978,
1776,The Lord of the Rings,The Return of the King,1955,/wiki/The_Lord_of_the_Rings,,The Lord of the Rings: The Motion Picture Trilogy,/wiki/The_Lord_of_the_Rings_(film_series),2001,
1777,The Lord of the Rings,The Return of the King,1955,/wiki/The_Lord_of_the_Rings,,The Lord of the Rings: The Fellowship of the Ring,/wiki/The_Lord_of_the_Rings:_The_Fellowship_of_the_Ring,2001,
1778,The Lord of the Rings,The Return of the King,1955,/wiki/The_Lord_of_the_Rings,,The Lord of the Rings: The Two Towers,/wiki/The_Lord_of_the_Rings:_The_Two_Towers,2002,
1779,The Lord of the Rings,The Return of the King,1955,/wiki/The_Lord_of_the_Rings,,The Lord of the Rings: The Return of the King,/wiki/The_Lord_of_the_Rings:_The_Return_of_the_King,2003,
1780,The Lords of Discipline,,1980,/wiki/The_Lords_of_Discipline,Pat Conroy,The Lords of Discipline,/wiki/The_Lords_of_Discipline_(film),1983,0-395-29462-2
1781,Lost Horizon,,1933,/wiki/Lost_Horizon,James Hilton,Lost Horizon,/wiki/Lost_Horizon_(1937_film),1937,978-1840243536
1782,Lost Horizon,,1933,/wiki/Lost_Horizon,James Hilton,Lost Horizon,/wiki/Lost_Horizon_(1973_film),1973,978-1840243536
1783,The Lost Ones,,1961,,Donald G. Payne,The Island at the Top of the World,/wiki/The_Island_at_the_Top_of_the_World,1974,
1784,The Lost Symbol,,2009,/wiki/The_Lost_Symbol,Dan Brown,The Lost Symbol,/wiki/The_Lost_Symbol_(film),2012,978-0-385-50422-5
1785,The Lost World,,1912,/wiki/The_Lost_World_(Conan_Doyle_novel),Arthur Conan Doyle,The Lost World,/wiki/The_Lost_World_(1925_film),1925,
1786,The Lost World,,1912,/wiki/The_Lost_World_(Conan_Doyle_novel),Arthur Conan Doyle,The Lost World,/wiki/The_Lost_World_(1960_film),1960,
1787,The Lost World,,1912,/wiki/The_Lost_World_(Conan_Doyle_novel),Arthur Conan Doyle,The Lost World,/wiki/The_Lost_World_(1992_film),1992,
1788,The Lost World,,1912,/wiki/The_Lost_World_(Conan_Doyle_novel),Arthur Conan Doyle,Return to the Lost World,/wiki/Return_to_the_Lost_World,1992,
1789,The Lost World,,1912,/wiki/The_Lost_World_(Conan_Doyle_novel),Arthur Conan Doyle,The Lost World,/wiki/The_Lost_World_(1998_film),1998,
1790,The Lost World,,1912,/wiki/The_Lost_World_(Conan_Doyle_novel),Arthur Conan Doyle,Sir Arthur Conan Doyle's The Lost World,/wiki/Sir_Arthur_Conan_Doyle%27s_The_Lost_World,1999,
1791,The Lost World,,1912,/wiki/The_Lost_World_(Conan_Doyle_novel),Arthur Conan Doyle,The Lost World,/wiki/The_Lost_World_(2001_film),2001,
1792,The Lost World,,1912,/wiki/The_Lost_World_(Conan_Doyle_novel),Arthur Conan Doyle,King of the Lost World,/wiki/King_of_the_Lost_World,2005,
1793,The Lost World,,1995,/wiki/The_Lost_World_(Crichton_novel),Michael Crichton,The Lost World: Jurassic Park,/wiki/The_Lost_World:_Jurassic_Park,1997,0-679-41946-2
1794,Lottie and Lisa,Das doppelte Lottchen,1949,/wiki/Lottie_and_Lisa,Erich Kästner,Das doppelte Lottchen,"/wiki/Lottie_and_Lisa#Film,_TV_or_theatrical_adaptations",1950,
1795,Lottie and Lisa,Das doppelte Lottchen,1949,/wiki/Lottie_and_Lisa,Erich Kästner,The Lullaby of Hibari,"/wiki/Lottie_and_Lisa#Film,_TV_or_theatrical_adaptations",1951,
1796,Lottie and Lisa,Das doppelte Lottchen,1949,/wiki/Lottie_and_Lisa,Erich Kästner,Twice Upon a Time,/wiki/Twice_Upon_a_Time_(1953_film),1953,
1797,Lottie and Lisa,Das doppelte Lottchen,1949,/wiki/Lottie_and_Lisa,Erich Kästner,The Parent Trap,/wiki/The_Parent_Trap_(1961_film),1961,
1798,Lottie and Lisa,Das doppelte Lottchen,1949,/wiki/Lottie_and_Lisa,Erich Kästner,The Parent Trap II,/wiki/The_Parent_Trap_II,1987,
1799,Lottie and Lisa,Das doppelte Lottchen,1949,/wiki/Lottie_and_Lisa,Erich Kästner,Parent Trap III,/wiki/Parent_Trap_III,1988,
1800,Lottie and Lisa,Das doppelte Lottchen,1949,/wiki/Lottie_and_Lisa,Erich Kästner,Parent Trap: Hawaiian Honeymoon,/wiki/Parent_Trap:_Hawaiian_Honeymoon,1989,
1801,Lottie and Lisa,Das doppelte Lottchen,1949,/wiki/Lottie_and_Lisa,Erich Kästner,Kuzanthaiyum Deivamum,"/wiki/Lottie_and_Lisa#Film,_TV_or_theatrical_adaptations",1965,
1802,Lottie and Lisa,Das doppelte Lottchen,1949,/wiki/Lottie_and_Lisa,Erich Kästner,Letha Manasulu,"/wiki/Lottie_and_Lisa#Film,_TV_or_theatrical_adaptations",1966,
1803,Lottie and Lisa,Das doppelte Lottchen,1949,/wiki/Lottie_and_Lisa,Erich Kästner,Do Kaliyan,"/wiki/Lottie_and_Lisa#Film,_TV_or_theatrical_adaptations",1968,
1804,Lottie and Lisa,Das doppelte Lottchen,1949,/wiki/Lottie_and_Lisa,Erich Kästner,Animation Tomboy Angels,"/wiki/Lottie_and_Lisa#Film,_TV_or_theatrical_adaptations",1980,
1805,Lottie and Lisa,Das doppelte Lottchen,1949,/wiki/Lottie_and_Lisa,Erich Kästner,Pyaar ke do Pal,"/wiki/Lottie_and_Lisa#Film,_TV_or_theatrical_adaptations",1986,
1806,Lottie and Lisa,Das doppelte Lottchen,1949,/wiki/Lottie_and_Lisa,Erich Kästner,I and Myself: The Two Lottes,"/wiki/Lottie_and_Lisa#Film,_TV_or_theatrical_adaptations",1991,
1807,Lottie and Lisa,Das doppelte Lottchen,1949,/wiki/Lottie_and_Lisa,Erich Kästner,Charlie & Louise - Das doppelte Lottchen,/wiki/Charlie_%26_Louise_-_Das_doppelte_Lottchen,1994,
1808,Lottie and Lisa,Das doppelte Lottchen,1949,/wiki/Lottie_and_Lisa,Erich Kästner,khaharan-e- gharib,"/wiki/Lottie_and_Lisa#Film,_TV_or_theatrical_adaptations",1995,
1809,Lottie and Lisa,Das doppelte Lottchen,1949,/wiki/Lottie_and_Lisa,Erich Kästner,The Parent Trap,/wiki/The_Parent_Trap_(1998_film),1998,
1810,Lottie and Lisa,Das doppelte Lottchen,1949,/wiki/Lottie_and_Lisa,Erich Kästner,Kuch Khatti Kuch Meethi,/wiki/Kuch_Khatti_Kuch_Meethi,2001,
1811,Lottie and Lisa,Das doppelte Lottchen,1949,/wiki/Lottie_and_Lisa,Erich Kästner,Tur & Retur,"/wiki/Lottie_and_Lisa#Film,_TV_or_theatrical_adaptations",2003,
1812,The Loved One,,1948,/wiki/The_Loved_One,Evelyn Waugh,The Loved One,/wiki/The_Loved_One_(film),1965,
1813,Love Story,Oliver's Story,1977,/wiki/Love_Story_(novel),,Love Story,/wiki/Love_Story_(1970_film),1970,0-340-12508-X
1814,Love Story,Oliver's Story,1977,/wiki/Love_Story_(novel),,Oliver's Story,/wiki/Oliver%27s_Story#Film_adaptation,1978,0-340-12508-X
1815,The Lovely Bones,,2002,/wiki/The_Lovely_Bones,Alice Sebold,The Lovely Bones,/wiki/The_Lovely_Bones_(film),2009,0-316-66634-3
1816,The Luck of Barry Lyndon,,1844,/wiki/The_Luck_of_Barry_Lyndon,William Makepeace Thackeray,Barry Lyndon,/wiki/Barry_Lyndon_(film),1975,
1817,The Lucky One,,2008,/wiki/The_Lucky_One_(novel),Nicholas Sparks,The Lucky One,/wiki/The_Lucky_One_(film),2012,0-446-57993-9
1818,El Lugar sin límites,Hell Has No Limits,1966,/w/index.php?title=El_Lugar_sin_l%C3%ADmites&action=edit&redlink=1,José Donoso,El lugar sin límites,/wiki/El_lugar_sin_l%C3%ADmites_(film),0,
1819,El Lugar sin límites,Hell Has No Limits,1966,/w/index.php?title=El_Lugar_sin_l%C3%ADmites&action=edit&redlink=1,José Donoso,Hell Has No Limits,,1978,
1820,Lunes de fiel,,1981,,Pascal Bruckner,Bitter Moon,/wiki/Bitter_Moon,1992,
1821,The Lusty Men,,1948,,,The Lusty Men,/wiki/The_Lusty_Men,1952,
1822,MacKenna's Gold,,1963,,Henry Wilson Allen,Mackenna's Gold,/wiki/Mackenna%27s_Gold,1969,
1823,Madame Doubtfire,Alias Madame Doubtfire,1987,/wiki/Madame_Doubtfire,Anne Fine,Mrs. Doubtfire,/wiki/Mrs._Doubtfire,1994,0-14-037355-1
1824,The Maddening,,1987,,Andrew Neiderman,The Maddening,/wiki/The_Maddening,1995,
1825,"The Magic Bed Knob; or, How to Become a Witch in Ten Easy Lessons",Bonfires and Broomsticks,1945,,,Bedknobs and Broomsticks,/wiki/Bedknobs_and_Broomsticks,1971,
1826,The Magician,,1908,/wiki/The_Magician_(Maugham_novel),W. Somerset Maugham,The Magician,/wiki/The_Magician_(1926_film),1926,
1827,Magnificent Obsession,,1929,/wiki/Magnificent_Obsession,Lloyd C. Douglas,Magnificent Obsession,/wiki/Magnificent_Obsession_(1935_film),1935,
1828,Magnificent Obsession,,1929,/wiki/Magnificent_Obsession,Lloyd C. Douglas,Magnificent Obsession,/wiki/Magnificent_Obsession_(1954_film),1954,
1829,Martin Eden,,1909,/wiki/Martin_Eden,Jack London,The Adventures of Martin Eden,/wiki/The_Adventures_of_Martin_Eden,1942,
