index,id,BookTitle,BookYear,Author,FilmTitle,FilmYear,full name,tmdb_id,id_goodreads,imdbid
394,563,Casino Royale,1953,Ian Fleming,Casino Royale,2006,Casino Royale 2006,36557,3758,tt0381061
395,564,The Castle,1926,Franz Kafka,The Castle,1968,The Castle 1968,197962,152864,tt0063563
396,569,Car Chaser,1982,Elmore Leonard,Cat Chaser,1989,Cat Chaser 1989,35888,173980,tt0097028
397,570,The Cat That Walked by Himself,1902,Rudyard Kipling,The Cat Who Walked by Herself,1988,The Cat Who Walked by Herself 1988,279598,10137919,tt0997248
398,571,Catch-22,1961,Joseph Heller,Catch-22,1970,Catch-22 1970,10364,168668,tt0065528
399,572,[[Louis L'Amour#Novels - Catlow (1963) ISBN 0-553-24767-0|Catlow]],1963,Louis L'Amour,Catlow,1971,Catlow 1971,75130,1123562,tt0066900
400,573,The Caveman's Valentine,1994,George Dawes Green,The Caveman's Valentine,2001,The Caveman's Valentine 2001,25208,523562,tt0182000
401,576,Celle qui n'était plus,1954,Pierre Boileau and Thomas Narcejac,Diabolique,1996,Diabolique 1996,10988,25241971,tt0116095
402,577,The Cement Garden,1978,Ian McEwan,The Cement Garden,1993,The Cement Garden 1993,14832,310918,tt0106535
403,582,The Chamber,1994,John Grisham,The Chamber,1996,The Chamber 1996,6346,337037,tt0115862
404,584,La chambre bleue,1964,Georges Simenon,The Blue Room,2002,The Blue Room 2002,154200,140590,tt0299956
405,587,Changhen Ge,1995,Wang Anyi,Everlasting Regret,2005,Everlasting Regret 2005,47293,11292145,tt0475263
406,588,Charlie and the Chocolate Factory,1964,Roald Dahl,Willy Wonka & the Chocolate Factory,1971,Willy Wonka & the Chocolate Factory 1971,252,6310,tt0067992
407,589,Charlie and the Chocolate Factory,1964,Roald Dahl,Charlie and the Chocolate Factory,2005,Charlie and the Chocolate Factory 2005,118,6310,tt0367594
408,590,Charlie Chan Carries On,1930,Earl Derr Biggers,Charlie Chan Carries On,1931,Charlie Chan Carries On 1931,485995,3234826,tt0021733
409,591,Charlie Chan Carries On,1930,Earl Derr Biggers,Charlie Chan's Murder Cruise,1940,Charlie Chan's Murder Cruise 1940,38456,3234826,tt0032326
410,592,Charlie M,1977,Brian Freemantle,Charlie Muffin,1979,Charlie Muffin 1979,151687,1293729,tt0078956
411,593,Charlotte Gray,1999,Sebastian Faulks,Charlotte Gray,2001,Charlotte Gray 2001,12660,1743991,tt0245046
412,594,Charlotte's Web,1952,E. B. White,Charlotte's Web,1973,Charlotte's Web 1973,15171,24178,tt0070016
413,595,Charlotte's Web,1952,E. B. White,Charlotte's Web 2: Wilbur's Great Adventure,2003,Charlotte's Web 2: Wilbur's Great Adventure 2003,21250,24178,tt0355315
414,596,Charlotte's Web,1952,E. B. White,Charlotte's Web,2006,Charlotte's Web 2006,9986,24178,tt0413895
415,597,Chateau Bon Vivant,1969,0,Snowball Express,1972,Snowball Express 1972,32140,9859520,tt0069291
416,598,The Cheetah Girls,1999,Deborah Gregory,The Cheetah Girls,2003,The Cheetah Girls 2003,32293,874880,tt0338852
417,599,The Cheetah Girls,1999,Deborah Gregory,The Cheetah Girls,2003,The Cheetah Girls 2003,32293,874880,tt0338852
418,601,The Cheetah Girls,1999,Deborah Gregory,The Cheetah Girls: One World,2008,The Cheetah Girls: One World 2008,27621,874880,tt1013542
419,602,The Children of Light,1960,0,The Damned,1963,The Damned 1963,71701,15818477,tt0056576
420,603,The Children of Men,1992,P. D. James,Children of Men,2006,Children of Men 2006,9693,77223,tt0206634
421,605,The Children of Sanchez,1961,Oscar Lewis,The Children of Sanchez,1978,The Children of Sanchez 1978,277167,59296,tt0077326
422,607,China Seas,1934,Crosbie Garstin,China Seas,1935,China Seas 1935,71282,20873683,tt0026205
423,608,The Chinese Parrot,1926,Earl Derr Biggers,The Chinese Parrot,1927,The Chinese Parrot 1927,337329,1208644,tt0017752
424,609,Chocolat,1999,Joanne Harris,Chocolat,2000,Chocolat 2000,392,395371,tt0241303
425,610,The Chocolate War,1974,Robert Cormier,The Chocolate War,1988,The Chocolate War 1988,32086,838771,tt0094869
426,611,Christine,1983,Stephen King,Christine,1983,Christine 1983,8769,408852,tt0085333
427,612,Christmas at Candleshoe,1953,J. I. M. Stewart,Candleshoe,1977,Candleshoe 1977,14612,1360750,tt0075807
428,615,Christmas Holiday,1939,W. Somerset Maugham,Christmas Holiday,1944,Christmas Holiday 1944,26530,43919075,tt0036711
429,616,The Christmas Shoes,2002,0,The Christmas Shoes,2002,The Christmas Shoes 2002,30768,42172,tt0330152
430,617,The Christmas Shoes,2002,0,The Christmas Blessing,2005,The Christmas Blessing 2005,57854,42172,tt0756632
431,618,The Christmas Shoes,2002,0,The Christmas Hope,2009,The Christmas Hope 2009,51505,42172,tt1384926
432,621,The Chronicles of Narnia,1955,0,"The Lion, the Witch and the Wardrobe",1979,"The Lion, the Witch and the Wardrobe 1979",40611,100915,tt0079474
433,627,The Chronicles of Narnia,1955,0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe 2005",411,100915,tt0363771
434,628,The Chronicles of Narnia,1955,0,The Chronicles of Narnia: Prince Caspian,2008,The Chronicles of Narnia: Prince Caspian 2008,2454,121749,tt0499448
435,629,The Chronicles of Narnia,1955,0,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,The Chronicles of Narnia: The Voyage of the Dawn Treader 2010,10140,140225,tt0980970
436,631,The Chronicles of Prydain,1965,0,The Black Cauldron,1985,The Black Cauldron 1985,10957,24780,tt0088814
437,632,The Cider House Rules,1985,John Irving,The Cider House Rules,1999,The Cider House Rules 1999,1715,587401,tt0124315
438,633,Cimarron,1929,Edna Ferber,Cimarron,1931,Cimarron 1931,42861,149151,tt0021746
439,634,Cimarron,1929,Edna Ferber,Cimarron,1960,Cimarron 1960,46623,149151,tt0053715
440,635,The Cincinnati Kid,1964,Richard Jessup,The Cincinnati Kid,1965,The Cincinnati Kid 1965,886,1002728,tt0059037
441,636,Cinderella Liberty,1973,Darryl Ponicsan,Cinderella Liberty,1973,Cinderella Liberty 1973,84847,1570937,tt0069883
442,637,Cinq semaines en ballon,1863,Jules Verne,Flight of the Lost Balloon,1961,Flight of the Lost Balloon 1961,253859,1219103,tt0054883
443,638,Cinq semaines en ballon,1863,Jules Verne,Five Weeks in a Balloon,1962,Five Weeks in a Balloon 1962,42996,1219103,tt0055988
444,640,The Circus of Dr. Lao,1935,Charles G. Finney,7 Faces of Dr. Lao,1964,7 Faces of Dr. Lao 1964,14241,315736,tt0057812
445,641,Cirque Du Freak: The Saga of Darren Shan,2000,0,Cirque du Freak: The Vampire's Assistant,2009,Cirque du Freak: The Vampire's Assistant 2009,24418,43254059,tt0450405
446,642,The Citadel,1937,A. J. Cronin,The Citadel,1938,The Citadel 1938,84090,5081816,tt0029995
447,643,The City of Ember,2003,Jeanne DuPrau,City of Ember,2008,City of Ember 2008,13600,536285,tt0970411
448,644,City of God,1997,Paulo Lins,City of God,2002,City of God 2002,598,1297137,tt0317248
449,646,The Clan of the Cave Bear,1980,Jean Auel,The Clan of the Cave Bear,1986,The Clan of the Cave Bear 1986,13853,1296,tt0090848
450,647,Ku Klux Klan Trilogy,1907,0,The Birth of a Nation,1915,The Birth of a Nation 1915,618,8835834,tt0004972
451,650,Clean Break,1955,Lionel White,The Killing,1956,The Killing 1956,247,941869,tt0049406
452,651,Clear and Present Danger,1989,Tom Clancy,Clear and Present Danger,1994,Clear and Present Danger 1994,9331,32669,tt0109444
453,652,The Client,1993,John Grisham,The Client,1994,The Client 1994,10731,5359,tt0109446
454,653,Clockers,1992,Richard Price,Clockers,1995,Clockers 1995,20649,906175,tt0112688
455,654,A Clockwork Orange,1962,Anthony Burgess,Vinyl,1965,Vinyl 1965,85871,101194,tt0059880
456,655,A Clockwork Orange,1962,Anthony Burgess,A Clockwork Orange,1971,A Clockwork Orange 1971,185,101194,tt0066921
457,656,El Club Dumas,1993,Arturo Pérez-Reverte,The Ninth Gate,1999,The Ninth Gate 1999,622,7194,tt0142688
458,657,Cockfighter,1962,Charles Willeford,Cockfighter,1974,Cockfighter 1974,27658,228,tt0071338
459,658,Cocoon,1985,David Saperstein,Cocoon,1985,Cocoon 1985,10328,2224600,tt0088933
460,659,Cocoon,1985,David Saperstein,Cocoon: The Return,1988,Cocoon: The Return 1988,11285,2224600,tt0094890
461,660,The Code of the West,1934,Zane Grey,Code of the West,1925,Code of the West 1925,535528,121308,tt0015694
462,661,The Code of the West,1934,Zane Grey,Code of the West,1947,Code of the West 1947,70134,121308,tt0039271
463,662,Coins in the Fountain,1952,John Hermes Secondari,Three Coins in the Fountain,1954,Three Coins in the Fountain 1954,41503,15767159,tt0047580
464,663,Coins in the Fountain,1952,John Hermes Secondari,The Pleasure Seekers,1964,The Pleasure Seekers 1964,95358,15767159,tt0058479
465,665,Cold Mountain,1997,Charles Frazier,Cold Mountain,2003,Cold Mountain 2003,2289,42647,tt0159365
466,666,The Color of Money,1984,Walter Tevis,The Color of Money,1986,The Color of Money 1986,11873,323171,tt0090863
467,667,The Color Purple,1982,Alice Walker,The Color Purple,1985,The Color Purple 1985,873,1995713,tt0088939
468,668,The Colors of the Day,1952,Romain Gary,The Man Who Understood Women,1959,The Man Who Understood Women 1959,239175,221568,tt0053043
469,669,Colossus,1966,Dennis Feltham Jones,Colossus: The Forbin Project,1970,Colossus: The Forbin Project 1970,14801,1797953,tt0064177
470,670,The Comfort of Strangers,1981,Ian McEwan,The Comfort of Strangers,1990,The Comfort of Strangers 1990,41925,6872,tt0099292
471,671,Como agua para chocolate,1989,Laura Esquivel,Like Water for Chocolate,1992,Like Water for Chocolate 1992,18183,73716,tt0103994
472,672,Compulsion,1956,Meyer Levin,Compulsion,1959,Compulsion 1959,35921,22750385,tt0052700
473,673,Comrade Jacob,1961,David Caute,Winstanley,1975,Winstanley 1975,128891,6468420,tt0073911
474,675,The Constant Nymph,1923,Margaret Kennedy,The Constant Nymph,1928,The Constant Nymph 1928,97115,1793758,tt0018791
475,676,The Constant Nymph,1923,Margaret Kennedy,The Constant Nymph,1933,The Constant Nymph 1933,133185,1793758,tt0024998
476,677,The Constant Nymph,1923,Margaret Kennedy,The Constant Nymph,1943,The Constant Nymph 1943,85677,1793758,tt0035751
477,678,Cool Hand Luke,1965,Donn Pearce,Cool Hand Luke,1967,Cool Hand Luke 1967,903,973352,tt0061512
478,725,Cool Hand Luke,1965,Donn Pearce,Cool Hand Luke,1967,Cool Hand Luke 1967,903,973352,tt0061512
479,680,Le comte de Monte Cristo,1844,"Alexandre Dumas, père",The Count of Monte Cristo,1913,The Count of Monte Cristo 1913,282512,7126,tt0002767
480,682,Le comte de Monte Cristo,1844,"Alexandre Dumas, père",The Count of Monte Cristo,1934,The Count of Monte Cristo 1934,43691,7126,tt0025004
481,683,Le comte de Monte Cristo,1844,"Alexandre Dumas, père",The Son of Monte Cristo,1940,The Son of Monte Cristo 1940,80086,7126,tt0033076
482,689,Le comte de Monte Cristo,1844,"Alexandre Dumas, père",Mask of the Avenger,1951,Mask of the Avenger 1951,174624,7126,tt0043790
483,691,Le comte de Monte Cristo,1844,"Alexandre Dumas, père",The Count of Monte Cristo,1961,The Count of Monte Cristo 1961,4528,7126,tt0054761
484,692,Le comte de Monte Cristo,1844,"Alexandre Dumas, père",The Treasure of Monte Cristo,1961,The Treasure of Monte Cristo 1961,253158,7126,tt0055544
485,698,Le comte de Monte Cristo,1844,"Alexandre Dumas, père",Padayottam,1982,Padayottam 1982,277952,7126,tt0215023
486,699,Le comte de Monte Cristo,1844,"Alexandre Dumas, père",Veta,1986,Veta 1986,279299,7126,
487,702,Le comte de Monte Cristo,1844,"Alexandre Dumas, père",The Count of Monte Cristo,2002,The Count of Monte Cristo 2002,11362,7126,tt0245844
488,703,The Comedians,1966,Graham Greene,The Comedians,1967,The Comedians 1967,86059,133399,tt0061502
489,708,Congo,1980,Michael Crichton,Congo,1995,Congo 1995,10329,96667,tt0112715
490,709,A Connecticut Yankee in King Arthur's Court,1889,Mark Twain,A Connecticut Yankee in King Arthur's Court,1921,A Connecticut Yankee in King Arthur's Court 1921,308372,162898,tt0012067
491,710,A Connecticut Yankee in King Arthur's Court,1889,Mark Twain,A Connecticut Yankee,1931,A Connecticut Yankee 1931,110781,162898,tt0021759
492,711,A Connecticut Yankee in King Arthur's Court,1889,Mark Twain,A Connecticut Yankee in King Arthur's Court,1949,A Connecticut Yankee in King Arthur's Court 1949,36848,162898,tt0041259
493,712,A Connecticut Yankee in King Arthur's Court,1889,Mark Twain,A Connecticut Yankee,1955,A Connecticut Yankee 1955,440245,162898,tt0321754
494,713,A Connecticut Yankee in King Arthur's Court,1889,Mark Twain,Un español en la corte del rey Arturo,1964,Un español en la corte del rey Arturo 1964,545301,162898,tt0137502
495,714,A Connecticut Yankee in King Arthur's Court,1889,Mark Twain,A Connecticut Rabbit in King Arthur's Court,1978,A Connecticut Rabbit in King Arthur's Court 1978,39328,162898,tt0077365
496,717,A Connecticut Yankee in King Arthur's Court,1889,Mark Twain,A Connecticut Yankee in King Arthur's Court,1989,A Connecticut Yankee in King Arthur's Court 1989,101135,162898,tt0097104
497,718,A Connecticut Yankee in King Arthur's Court,1889,Mark Twain,A Kid in King Arthur's Court,1995,A Kid in King Arthur's Court 1995,37108,162898,tt0113538
498,719,A Connecticut Yankee in King Arthur's Court,1889,Mark Twain,A Kid in Aladdin's Palace,1998,A Kid in Aladdin's Palace 1998,22162,162898,tt0127624
499,721,A Connecticut Yankee in King Arthur's Court,1889,Mark Twain,A Knight in Camelot,1998,A Knight in Camelot 1998,24793,162898,tt0176892
500,722,A Connecticut Yankee in King Arthur's Court,1889,Mark Twain,Black Knight,2001,Black Knight 2001,11469,162898,tt0265087
501,723,The Constant Gardener,2001,John le Carré,The Constant Gardener,2005,The Constant Gardener 2005,1985,914235,tt0387131
502,724,Contact,1985,Carl Sagan,Contact,1997,Contact 1997,686,1191620,tt0118884
503,726,Cops and Robbers,1972,Donald E. Westlake,Cops and Robbers,1973,Cops and Robbers 1973,88359,1271013,tt0069919
504,727,Corazón salvaje,1957,Caridad Bravo Adams,Corazón salvaje,1956,Corazón salvaje 1956,473851,3181151,tt0270889
505,729,Corazón salvaje,1957,Caridad Bravo Adams,Corazón salvaje,1968,Corazón salvaje 1968,52168,3181151,tt0061518
506,730,Coroner Creek,1945,Luke Short,Coroner Creek,1948,Coroner Creek 1948,60565,1860476,tt0040245
507,731,The Cowboys,1971,William Dale Jennings,The Cowboys,1972,The Cowboys 1972,15573,2586211,tt0068421
508,733,Crash,1973,J. G. Ballard,Crash,1996,Crash 1996,884,880620,tt0115964
509,734,Creator,1980,Jeremy Leven,Creator,1985,Creator 1985,41243,29543,tt0088960
510,737,O Crime do Padre Amaro,1875,José Maria de Eça de Queiroz,O Crime do Padre Amaro,2005,O Crime do Padre Amaro 2005,32925,1542991,tt0487887
511,738,[[Louis L'Amour#Novels - Crossfire Trail (1954) ISBN 0-553-28099-6|Crossfire Trail]],1954,Louis L'Amour,Crossfire Trail,2001,Crossfire Trail 2001,35381,1177260,tt0218127
512,739,"Crouching Tiger, Hidden Dragon",1942,Wang Dulu,"Crouching Tiger, Hidden Dragon",2000,"Crouching Tiger, Hidden Dragon 2000",146,24612240,tt0190332
513,740,The Cruel Sea,1951,Nicholas Monsarrat,The Cruel Sea,1953,The Cruel Sea 1953,16914,183586,tt0045659
514,741,Cry Wolf,1945,0,Cry Wolf,1947,Cry Wolf 1947,62720,906612,tt0039288
515,742,Cutter and Bone,1976,Newton Thornburg,Cutter's Way,1981,Cutter's Way 1981,31593,532369,tt0082220
516,743,Cyborg,1972,Martin Caidin,The Six Million Dollar Man,1973,The Six Million Dollar Man 1973,39829,1415635,tt0070700
517,744,Cycle of the Werewolf,1983,Stephen King,Silver Bullet,1985,Silver Bullet 1985,17898,7062599,tt0090021
518,746,The Da Vinci Code,2003,Dan Brown,The Da Vinci Code,2006,The Da Vinci Code 2006,591,85266,tt0382625
519,747,Dad,1981,William Wharton,Dad,1989,Dad 1989,21291,269518,tt0097142
520,748,Damage,1991,Josephine Hart,Damage,1992,Damage 1992,11012,9893072,tt0104237
521,750,The Damned Utd,2006,David Peace,The Damned United,2009,The Damned United 2009,21641,984023,tt1226271
522,751,The Dancer Upstairs,1995,Nicholas Shakespeare,The Dancer Upstairs,2002,The Dancer Upstairs 2002,20689,673003,tt0118926
523,752,Dances with Wolves,1986,Michael Blake,Dances with Wolves,1990,Dances with Wolves 1990,581,543339,tt0099348
524,753,A Dandy in Aspic,1966,Derek Marlowe,A Dandy in Aspic,1968,A Dandy in Aspic 1968,84844,6237864,tt0062859
525,754,The Dangerous Lives of Altar Boys,2001,Chris Fuhrman,The Dangerous Lives of Altar Boys,2002,The Dangerous Lives of Altar Boys 2002,16857,164955,tt0238924
526,755,Daniel Deronda,1876,George Eliot,Daniel Deronda,1921,Daniel Deronda 1921,447430,304,tt0012091
527,759,Darby O'Gill and the Good People,1926,0,Darby O'Gill and the Little People,1959,Darby O'Gill and the Little People 1959,18887,38823089,tt0052722
528,760,The Dark Fields,2001,Alan Glynn,Limitless,2011,Limitless 2011,51876,2078653,tt1219289
529,762,The Dark of the Sun,1965,Wilbur Smith,Dark of the Sun,1968,Dark of the Sun 1968,25553,303428,tt0062863
530,763,Dark Passage,1946,David Goodis,Dark Passage,1947,Dark Passage 1947,16227,844793,tt0039302
531,764,David Copperfield,1849,Charles Dickens,David Copperfield,1911,David Copperfield 1911,311625,58696,tt0233527
532,765,David Copperfield,1849,Charles Dickens,David Copperfield,1913,David Copperfield 1913,357997,58696,tt0336247
533,766,David Copperfield,1849,Charles Dickens,David Copperfield,1922,David Copperfield 1922,341656,58696,tt0123032
534,767,David Copperfield,1849,Charles Dickens,David Copperfield,1935,David Copperfield 1935,43899,58696,tt0026266
535,772,David Copperfield,1849,Charles Dickens,David Copperfield,1969,David Copperfield 1969,131347,58696,tt0065615
536,775,David Copperfield,1849,Charles Dickens,David Copperfield,1993,David Copperfield 1993,354957,58696,tt0106547
537,776,David Copperfield,1849,Charles Dickens,David Copperfield,1999,David Copperfield 1999,524983,58696,tt0167872
538,778,The Day of the Jackal,1971,Frederick Forsyth,The Day of the Jackal,1973,The Day of the Jackal 1973,4909,982001,tt0069947
539,779,The Day of the Jackal,1971,Frederick Forsyth,August 1,1988,August 1 1988,238651,982001,tt0237009
540,780,The Day of the Jackal,1971,Frederick Forsyth,The Jackal,1997,The Jackal 1997,4824,982001,tt0119395
541,781,The Day of the Locust,1939,Nathanael West,The Day of the Locust,1975,The Day of the Locust 1975,5122,113441,tt0072848
542,782,The Day of the Triffids,1951,John Wyndham,The Day of the Triffids,1962,The Day of the Triffids 1962,21143,194934,tt0055894
543,787,The Day They Robbed the Bank of England,1959,0,The Day They Robbed the Bank of England,1960,The Day They Robbed the Bank of England 1960,86225,13579423,tt0053752
544,791,The Dead Zone,1979,Stephen King,The Dead Zone,1983,The Dead Zone 1983,11336,1210787,tt0085407
545,792,Deadline at Dawn,1944,Cornell Woolrich,Deadline at Dawn,1946,Deadline at Dawn 1946,34650,674989,tt0038458
546,794,"Deadly, Unna?",1998,0,Australian Rules,2002,Australian Rules 2002,27018,1770187,tt0285006
547,796,Dear John,2006,Nicholas Sparks,Dear John,2010,Dear John 2010,22971,5526,tt0989757
548,798,Death on the Nile,1937,Agatha Christie,Death on the Nile,1978,Death on the Nile 1978,4192,131359,tt0077413
549,799,Death on the Nile,1937,Agatha Christie,Death on the Nile,2004,Death on the Nile 2004,586790,131359,
550,800,Death Sentence,1975,Brian Garfield,Death Sentence,2007,Death Sentence 2007,11835,2094562,tt0804461
551,801,Death Wish,1972,Brian Garfield,Death Wish,1974,Death Wish 1974,13939,26760246,tt0071402
552,802,The Deceivers,1952,John Masters,The Deceivers,1988,The Deceivers 1988,41968,400011,tt0094979
553,803,December Boys,1963,Michael Noonan,December Boys,2007,December Boys 2007,4629,1519964,tt0465436
554,804,The Deep,1976,Peter Benchley,The Deep,1977,The Deep 1977,20416,288946,tt0075925
555,805,The Deep End of the Ocean,1996,Jacquelyn Mitchard,The Deep End of the Ocean,1999,The Deep End of the Ocean 1999,30943,644537,tt0120646
556,807,Deluge,1928,S. Fowler Wright,Deluge,1933,Deluge 1933,163293,759264,tt0023938
557,808,The Deluge,1886,Henryk Sienkiewicz,The Deluge,1974,The Deluge 1974,36627,25239218,tt0072021
558,809,Demon Seed,1973,Dean Koontz,Demon Seed,1977,Demon Seed 1977,18775,228204,tt0075931
559,810,D'entre les morts,1956,Pierre Boileau and Thomas Narcejac,Vertigo,1958,Vertigo 1958,426,12370835,tt0052357
560,811,Derailed,2003,James Siegel,Derailed,2005,Derailed 2005,8999,314393,tt0398017
561,812,Desert Fury,1946,0,Desert Fury,1947,Desert Fury 1947,27034,1096534,tt0039311
562,813,Desert Gold,1913,Zane Grey,Desert Gold,1919,Desert Gold 1919,302956,121193,tt0134611
563,814,Desert Gold,1913,Zane Grey,Desert Gold,1926,Desert Gold 1926,461139,121193,tt0016775
564,815,Desert Gold,1913,Zane Grey,Desert Gold,1936,Desert Gold 1936,205208,121193,tt0027511
565,817,Desert of the Heart,1964,Jane Rule,Desert Hearts,1985,Desert Hearts 1985,294,116297,tt0089015
566,818,The Desperate Hours,1954,Joseph Hayes,The Desperate Hours,1955,The Desperate Hours 1955,18612,553118,tt0047985
567,819,The Desperate Hours,1954,Joseph Hayes,Desperate Hours,1990,Desperate Hours 1990,31676,553118,tt0099409
568,821,Destry Rides Again,1930,Max Brand,Destry Rides Again,1939,Destry Rides Again 1939,43828,502889,tt0031225
569,822,The Detective,1966,Roderick Thorp,The Detective,1968,The Detective 1968,42636,762645,tt0062883
570,825,The Devil Wears Prada,2003,Lauren Weisberger,The Devil Wears Prada,2006,The Devil Wears Prada 2006,350,228580,tt0458352
571,827,The Devil's Advocate,1990,Andrew Neiderman,The Devil's Advocate,1997,The Devil's Advocate 1997,1813,248760,tt0118971
572,828,The Devil's Own,1966,Norah Lofts,The Witches,1966,The Witches 1966,40244,16031294,tt0060307
573,831,The Devils of Loudun,1969,0,The Devils,1971,The Devils 1971,31767,53673,tt0066993
574,832,Le Diable au corps,1923,Raymond Radiguet,Devil in the Flesh,1947,Devil in the Flesh 1947,63764,967909,tt0038476
575,833,Le Diable au corps,1923,Raymond Radiguet,Devil in the Flesh,1986,Devil in the Flesh 1986,35705,967909,tt0090944
576,834,Le Diable au corps,1923,Raymond Radiguet,Devil in the Flesh,1998,Devil in the Flesh 1998,45431,967909,tt0143213
577,834,Le Diable au corps,1923,Raymond Radiguet,Devil in the Flesh,1998,Devil in the Flesh 1998,490436,967909,
578,835,The Diamond Hunters,1971,Wilbur Smith,The Kingfisher Caper,1975,The Kingfisher Caper 1975,199551,74779,tt0073247
579,836,Diamonds Are Forever,1956,Ian Fleming,Diamonds Are Forever,1971,Diamonds Are Forever 1971,681,3760,tt0066995
580,838,The Dirty Dozen,1965,E. M. Nathanson,The Dirty Dozen,1967,The Dirty Dozen 1967,1654,892835,tt0061578
581,839,Dirty Weekend,1991,Helen Zahavi,Dirty Weekend,1993,Dirty Weekend 1993,71829,2854141,tt0106727
582,840,Disappearing Acts,1989,Terry McMillan,Disappearing Acts,2000,Disappearing Acts 2000,45602,122211,tt0243220
583,841,Disclosure,1994,Michael Crichton,Disclosure,1994,Disclosure 1994,8984,1519474,tt0109635
584,842,The Disorientated Man,1967,0,Scream and Scream Again,1970,Scream and Scream Again 1970,42594,35702570,tt0064949
585,843,Il disprezzo,1954,Alberto Moravia,Contempt,1963,Contempt 1963,266,13516272,tt0057345
586,844,A Distant Trumpet,1951,Paul Horgan,A Distant Trumpet,1964,A Distant Trumpet 1964,69472,39536,tt0058019
587,845,Divine Secrets of the Ya-Ya Sisterhood,1996,Rebecca Wells,Divine Secrets of the Ya-Ya Sisterhood,2002,Divine Secrets of the Ya-Ya Sisterhood 2002,9583,882281,tt0279778
588,846,Le Divorce,1997,Diane Johnson,Le Divorce,2003,Le Divorce 2003,9499,6644,tt0306734
589,847,Do Androids Dream of Electric Sheep?,1967,Philip K. Dick,Blade Runner,1982,Blade Runner 1982,78,36402034,tt0083658
590,848,Doctor in the House,1952,Richard Gordon,Doctor in the House,1954,Doctor in the House 1954,68242,387937,tt0046921
591,849,Doctor Slaughter,1984,Paul Theroux,Half Moon Street,1986,Half Moon Street 1986,36372,1646954,tt0091164
592,852,Dodsworth,1929,Sinclair Lewis,Dodsworth,1936,Dodsworth 1936,31507,415419,tt0027532
593,854,Dog Soldiers,1974,Robert Stone,Who'll Stop the Rain,1978,Who'll Stop the Rain 1978,31941,4371665,tt0078490
594,859,Don Quixote,1605,Miguel de Cervantes,Don Quixote,1923,Don Quixote 1923,539768,3836,tt0013998
595,864,Don Quixote,1605,Miguel de Cervantes,Don Quixote,1934,Don Quixote 1934,174505,3836,tt0146643
596,867,Don Quixote,1605,Miguel de Cervantes,Don Quixote,1957,Don Quixote 1957,84782,3836,tt0050326
597,870,Don Quixote,1605,Miguel de Cervantes,Man of La Mancha,1972,Man of La Mancha 1972,45793,3836,tt0068909
598,872,Don Quixote,1605,Miguel de Cervantes,The Amorous Adventures of Don Quixote and Sancho Panza,1976,The Amorous Adventures of Don Quixote and Sancho Panza 1976,30828,3836,tt0074139
599,874,Don Quixote,1605,Miguel de Cervantes,Don Quixote of La Mancha,1987,Don Quixote of La Mancha 1987,539730,3836,tt0821766
600,876,Don Quixote,1605,Miguel de Cervantes,Don Quixote,2000,Don Quixote 2000,207937,3836,tt0181212
601,877,Don Quixote,1605,Miguel de Cervantes,"Don Quixote, Knight Errant",2002,"Don Quixote, Knight Errant 2002",115725,3836,tt0292466
602,878,Don Quixote,1605,Miguel de Cervantes,Don Quixote,2010,Don Quixote 2010,67336,3836,tt2027223
603,880,Donovan's Brain,1942,Curt Siodmak,The Lady and the Monster,1944,The Lady and the Monster 1944,119168,973214,tt0036999
604,881,Donovan's Brain,1942,Curt Siodmak,Donovan's Brain,1953,Donovan's Brain 1953,43342,973214,tt0045699
605,882,Donovan's Brain,1942,Curt Siodmak,The Brain,1962,The Brain 1962,146852,973214,tt0056601
606,883,Don't Look and It Won't Hurt,1971,Richard Peck,Gas Food Lodging,1992,Gas Food Lodging 1992,47866,548158,tt0104321
607,884,Don't Say a Word,1991,Andrew Klavan,Don't Say a Word,2001,Don't Say a Word 2001,12103,486494,tt0260866
608,885,The Dork of Cork,1993,Chet Raymo,Frankie Starlight,1995,Frankie Starlight 1995,73067,456903,tt0113107
609,886,Double Indemnity,1936,James M. Cain,Double Indemnity,1944,Double Indemnity 1944,996,56616,tt0036775
610,887,The Double Take,1946,Roy Huggins,I Love Trouble,1948,I Love Trouble 1948,37484,3228325,tt0040457
611,888,Down Will Come Baby,1993,0,Down Will Come Baby,1999,Down Will Come Baby 1999,158701,722356,tt0191972
612,890,The Dragon and the George,1976,Gordon R. Dickson,The Flight of Dragons,1982,The Flight of Dragons 1982,27273,114936,tt0083951
613,891,Dragon Seed,1942,Pearl S. Buck,Dragon Seed,1944,Dragon Seed 1944,123665,93517,tt0036777
614,893,Dream Days,1898,Kenneth Grahame,The Reluctant Dragon,1941,The Reluctant Dragon 1941,22752,349432,tt0034091
615,894,The Dream Master,1966,Roger Zelazny,Dreamscape,1984,Dreamscape 1984,24099,61992,tt0087175
616,895,Dreamcatcher,2001,Stephen King,Dreamcatcher,2003,Dreamcatcher 2003,6171,441240,tt0285531
617,896,The Drift Fence,1933,Zane Grey,Drift Fence,1936,Drift Fence 1936,78157,121304,tt0027551
618,897,Dr. No,1958,Ian Fleming,Dr. No,1962,Dr. No 1962,646,18780375,tt0055928
