index,id,BookTitle,BookYear,Author,FilmTitle,FilmYear,full name,tmdb_id,id_goodreads,imdbid
1822,2703,Strange Case of Dr Jekyll and Mr Hyde,1886,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,1908,Dr. Jekyll and Mr. Hyde 1908,3006,51499,tt0126875
1823,2706,Strange Case of Dr Jekyll and Mr Hyde,1886,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,1912,Dr. Jekyll and Mr. Hyde 1912,130523,51499,tt0002143
1824,2707,Strange Case of Dr Jekyll and Mr Hyde,1886,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,1913,Dr. Jekyll and Mr. Hyde 1913,84512,51499,tt0002813
1825,2708,Strange Case of Dr Jekyll and Mr Hyde,1886,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,1920,Dr. Jekyll and Mr. Hyde 1920,3016,51499,tt0011130
1826,2708,Strange Case of Dr Jekyll and Mr Hyde,1886,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,1920,Dr. Jekyll and Mr. Hyde 1920,3017,51499,tt0011131
1827,2709,Strange Case of Dr Jekyll and Mr Hyde,1886,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,1920,Dr. Jekyll and Mr. Hyde 1920,3016,51499,tt0011130
1828,2709,Strange Case of Dr Jekyll and Mr Hyde,1886,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,1920,Dr. Jekyll and Mr. Hyde 1920,3017,51499,tt0011131
1829,2711,Strange Case of Dr Jekyll and Mr Hyde,1886,Robert Louis Stevenson,The Head of Janus,1920,The Head of Janus 1920,3015,51499,tt0011348
1830,2713,Strange Case of Dr Jekyll and Mr Hyde,1886,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,1941,Dr. Jekyll and Mr. Hyde 1941,3022,51499,tt0033553
1831,2714,Strange Case of Dr Jekyll and Mr Hyde,1886,Robert Louis Stevenson,The Son of Dr. Jekyll,1951,The Son of Dr. Jekyll 1951,115609,51499,tt0044061
1832,2716,Strange Case of Dr Jekyll and Mr Hyde,1886,Robert Louis Stevenson,The Testament of Dr. Cordelier,1959,The Testament of Dr. Cordelier 1959,3026,51499,tt0053348
1833,2717,Strange Case of Dr Jekyll and Mr Hyde,1886,Robert Louis Stevenson,The Two Faces of Dr. Jekyll,1960,The Two Faces of Dr. Jekyll 1960,3025,51499,tt0054416
1834,2718,Strange Case of Dr Jekyll and Mr Hyde,1886,Robert Louis Stevenson,The Nutty Professor,1963,The Nutty Professor 1963,18331,51499,tt0057372
1835,2719,Strange Case of Dr Jekyll and Mr Hyde,1886,Robert Louis Stevenson,The Nutty Professor,2008,The Nutty Professor 2008,39038,51499,tt0839930
1836,2720,Strange Case of Dr Jekyll and Mr Hyde,1886,Robert Louis Stevenson,The Strange Case of Dr. Jekyll and Mr. Hyde,1968,The Strange Case of Dr. Jekyll and Mr. Hyde 1968,3024,51499,tt0062908
1837,2722,Strange Case of Dr Jekyll and Mr Hyde,1886,Robert Louis Stevenson,"I, Monster",1971,"I, Monster 1971",52941,51499,tt0068727
1838,2724,Strange Case of Dr Jekyll and Mr Hyde,1886,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,1973,Dr. Jekyll and Mr. Hyde 1973,3027,51499,tt0070002
1839,2728,Strange Case of Dr Jekyll and Mr Hyde,1886,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,1986,Dr. Jekyll and Mr. Hyde 1986,79436,51499,tt0821767
1840,2729,Strange Case of Dr Jekyll and Mr Hyde,1886,Robert Louis Stevenson,Edge of Sanity,1989,Edge of Sanity 1989,91683,51499,tt0097263
1841,2731,Strange Case of Dr Jekyll and Mr Hyde,1886,Robert Louis Stevenson,Jekyll & Hyde,1990,Jekyll & Hyde 1990,48747,51499,tt0099875
1842,2732,Strange Case of Dr Jekyll and Mr Hyde,1886,Robert Louis Stevenson,Dr. Jekyll and Ms. Hyde,1995,Dr. Jekyll and Ms. Hyde 1995,37019,51499,tt0112895
1843,2733,Strange Case of Dr Jekyll and Mr Hyde,1886,Robert Louis Stevenson,Mary Reilly,1996,Mary Reilly 1996,9095,51499,tt0117002
1844,2734,Strange Case of Dr Jekyll and Mr Hyde,1886,Robert Louis Stevenson,The Nutty Professor,1996,The Nutty Professor 1996,9327,51499,tt0117218
1845,2735,Strange Case of Dr Jekyll and Mr Hyde,1886,Robert Louis Stevenson,Nutty Professor II: The Klumps,2000,Nutty Professor II: The Klumps 2000,12107,51499,tt0144528
1846,2737,Strange Case of Dr Jekyll and Mr Hyde,1886,Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,2002,Dr. Jekyll and Mr. Hyde 2002,282338,51499,tt0346899
1847,2738,Strange Case of Dr Jekyll and Mr Hyde,1886,Robert Louis Stevenson,Jekyll + Hyde,2006,Jekyll + Hyde 2006,10272,51499,tt0425150
1848,2739,Strange Case of Dr Jekyll and Mr Hyde,1886,Robert Louis Stevenson,Jekyll,2007,Jekyll 2007,311085,51499,tt0393394
1849,2743,A Stranger Is Watching,1977,Mary Higgins Clark,A Stranger Is Watching,1982,A Stranger Is Watching 1982,21158,2583566,tt0084735
1850,2744,Strangers on a Train,1950,Patricia Highsmith,Strangers on a Train,1951,Strangers on a Train 1951,845,15677,tt0044079
1851,2747,Strip Tease,1993,Carl Hiaasen,Striptease,1996,Striptease 1996,9879,528499,tt0117765
1852,2748,Stuart Little,1945,E. B. White,Stuart Little,1999,Stuart Little 1999,10137,138959,tt0164912
1853,2749,Stuart Little,1945,E. B. White,Stuart Little 2,2002,Stuart Little 2 2002,10996,138959,tt0243585
1854,2751,The Stud,1969,Jackie Collins,The Stud,1978,The Stud 1978,120386,411855,tt0078333
1855,2756,The Sum of All Fears,1991,Tom Clancy,The Sum of All Fears,2002,The Sum of All Fears 2002,4614,34993,tt0164184
1856,2758,The Sun Also Rises,1926,Ernest Hemingway,The Sun Also Rises,1957,The Sun Also Rises 1957,25190,3876,tt0051028
1857,2760,The Swarm,1974,Arthur Herzog,The Swarm,1978,The Swarm 1978,46878,693359,tt0078350
1858,2762,Der Schweizerische Robinson,1812,Johann David Wyss,Swiss Family Robinson,1940,Swiss Family Robinson 1940,188125,62111,tt0033124
1859,2765,Der Schweizerische Robinson,1812,Johann David Wyss,Swiss Family Robinson,1960,Swiss Family Robinson 1960,18444,62111,tt0054357
1860,2766,Der Schweizerische Robinson,1812,Johann David Wyss,The Swiss Family Robinson,1973,The Swiss Family Robinson 1973,193099,62111,tt0344412
1861,2767,Der Schweizerische Robinson,1812,Johann David Wyss,The Swiss Family Robinson,1973,The Swiss Family Robinson 1973,193099,62111,tt0344412
1862,2768,Der Schweizerische Robinson,1812,Johann David Wyss,The Swiss Family Robinson,1975,The Swiss Family Robinson 1975,555001,62111,tt0073775
1863,2770,Der Schweizerische Robinson,1812,Johann David Wyss,Mountain Family Robinson,1979,Mountain Family Robinson 1979,102661,62111,tt0079580
1864,2773,Der Schweizerische Robinson,1812,Johann David Wyss,The New Swiss Family Robinson,1998,The New Swiss Family Robinson 1998,9810,62111,tt0130142
1865,2774,Der Schweizerische Robinson,1812,Johann David Wyss,Stranded,2002,Stranded 2002,60517,62111,tt0286989
1866,2774,Der Schweizerische Robinson,1812,Johann David Wyss,Stranded,2002,Stranded 2002,112648,62111,tt0274905
1867,2774,Der Schweizerische Robinson,1812,Johann David Wyss,Stranded,2002,Stranded 2002,2191,62111,tt0283015
1868,2775,The Sword in the Stone,1938,T. H. White,The Sword in the Stone,1963,The Sword in the Stone 1963,9078,316845,tt0057546
1869,2777,Tai-Pan,1966,James Clavell,Tai-Pan,1986,Tai-Pan 1986,29584,42933,tt0092042
1870,2778,Take Three Tenses: A Fugue in Time,1945,Rumer Godden,Enchantment,1948,Enchantment 1948,33111,825338,tt0040321
1871,2779,The Taking of Pelham One Two Three,1973,Morton Freedgood,The Taking of Pelham One Two Three,1974,The Taking of Pelham One Two Three 1974,8333,1102337,tt0072251
1872,2780,The Taking of Pelham One Two Three,1973,Morton Freedgood,The Taking of Pelham One Two Three,1998,The Taking of Pelham One Two Three 1998,314370,1102337,tt0140594
1873,2782,A Tale of Two Cities,1859,Charles Dickens,A Tale of Two Cities,1911,A Tale of Two Cities 1911,233095,1953,tt0001915
1874,2783,A Tale of Two Cities,1859,Charles Dickens,A Tale of Two Cities,1917,A Tale of Two Cities 1917,174711,1953,tt0008652
1875,2786,A Tale of Two Cities,1859,Charles Dickens,A Tale of Two Cities,1935,A Tale of Two Cities 1935,17831,1953,tt0027075
1876,2787,A Tale of Two Cities,1859,Charles Dickens,A Tale of Two Cities,1958,A Tale of Two Cities 1958,4701,1953,tt0052270
1877,2788,Tales of the South Pacific,1947,James A. Michener,South Pacific,1958,South Pacific 1958,17352,133488,tt0052225
1878,2789,Tales of the South Pacific,1947,James A. Michener,South Pacific,2001,South Pacific 2001,52287,133488,tt0242898
1879,2791,The Talented Mr. Ripley,1955,Patricia Highsmith,The Talented Mr. Ripley,1999,The Talented Mr. Ripley 1999,1213,2247142,tt0134119
1880,2794,Tarzan,1995,Joe R. Lansdale,Tarzan of the Apes,1918,Tarzan of the Apes 1918,76951,40425,tt0009682
1881,2795,Tarzan,1995,Joe R. Lansdale,The Romance of Tarzan,1918,The Romance of Tarzan 1918,310233,40425,tt0009560
1882,2796,Tarzan,1995,Joe R. Lansdale,The Revenge of Tarzan,1920,The Revenge of Tarzan 1920,455537,589897,tt0011624
1883,2798,Tarzan,1995,Joe R. Lansdale,The Adventures of Tarzan,1921,The Adventures of Tarzan 1921,225503,589897,tt0011908
1884,2799,Tarzan,1995,Joe R. Lansdale,Tarzan and the Golden Lion,1927,Tarzan and the Golden Lion 1927,126259,828196,tt0018464
1885,2800,Tarzan,1995,Joe R. Lansdale,Tarzan the Mighty,1928,Tarzan the Mighty 1928,455538,338593,tt0019447
1886,2801,Tarzan,1995,Joe R. Lansdale,Tarzan the Tiger,1929,Tarzan the Tiger 1929,190364,474111,tt0020481
1887,2802,Tarzan,1995,Joe R. Lansdale,Tarzan the Ape Man,1932,Tarzan the Ape Man 1932,26845,40425,tt0023551
1888,2803,Tarzan,1995,Joe R. Lansdale,Tarzan the Fearless,1933,Tarzan the Fearless 1933,76083,40425,tt0024645
1889,2804,Tarzan,1995,Joe R. Lansdale,Tarzan and His Mate,1934,Tarzan and His Mate 1934,18994,40425,tt0025862
1890,2805,Tarzan,1995,Joe R. Lansdale,The New Adventures of Tarzan,1935,The New Adventures of Tarzan 1935,110026,40425,tt0026773
1891,2806,Tarzan,1995,Joe R. Lansdale,Tarzan Escapes,1936,Tarzan Escapes 1936,38661,40425,tt0028345
1892,2807,Tarzan,1995,Joe R. Lansdale,Tarzan and the Green Goddess,1938,Tarzan and the Green Goddess 1938,76950,40425,tt0030832
1893,2809,Tarzan,1995,Joe R. Lansdale,Tarzan Finds a Son!,1939,Tarzan Finds a Son! 1939,40044,40425,tt0032007
1894,2810,Tarzan,1995,Joe R. Lansdale,Tarzan's Secret Treasure,1941,Tarzan's Secret Treasure 1941,40214,40425,tt0034266
1895,2811,Tarzan,1995,Joe R. Lansdale,Tarzan's New York Adventure,1942,Tarzan's New York Adventure 1942,40045,40425,tt0035419
1896,2812,Tarzan,1995,Joe R. Lansdale,Tarzan Triumphs,1943,Tarzan Triumphs 1943,55860,40425,tt0036414
1897,2813,Tarzan,1995,Joe R. Lansdale,Tarzan's Desert Mystery,1943,Tarzan's Desert Mystery 1943,55871,40425,tt0035795
1898,2814,Tarzan,1995,Joe R. Lansdale,Tarzan and the Amazons,1945,Tarzan and the Amazons 1945,55872,40425,tt0038151
1899,2815,Tarzan,1995,Joe R. Lansdale,Tarzan and the Leopard Woman,1946,Tarzan and the Leopard Woman 1946,55873,40425,tt0039011
1900,2816,Tarzan,1995,Joe R. Lansdale,Tarzan and the Huntress,1947,Tarzan and the Huntress 1947,82053,40425,tt0039887
1901,2817,Tarzan,1995,Joe R. Lansdale,Tarzan and the Mermaids,1948,Tarzan and the Mermaids 1948,70136,40425,tt0040862
1902,2818,Tarzan,1995,Joe R. Lansdale,Tarzan's Magic Fountain,1949,Tarzan's Magic Fountain 1949,206145,40425,tt0041947
1903,2819,Tarzan,1995,Joe R. Lansdale,Tarzan and the Slave Girl,1950,Tarzan and the Slave Girl 1950,119325,40425,tt0043025
1904,2820,Tarzan,1995,Joe R. Lansdale,Tarzan's Peril,1951,Tarzan's Peril 1951,76088,40425,tt0043695
1905,2821,Tarzan,1995,Joe R. Lansdale,Tarzan's Savage Fury,1952,Tarzan's Savage Fury 1952,73551,40425,tt0045220
1906,2822,Tarzan,1995,Joe R. Lansdale,Tarzan and the She-Devil,1953,Tarzan and the She-Devil 1953,73553,40425,tt0046404
1907,2823,Tarzan,1995,Joe R. Lansdale,Tarzan's Hidden Jungle,1955,Tarzan's Hidden Jungle 1955,76086,40425,tt0048699
1908,2824,Tarzan,1995,Joe R. Lansdale,Tarzan and the Lost Safari,1957,Tarzan and the Lost Safari 1957,82133,40425,tt0051057
1909,2825,Tarzan,1995,Joe R. Lansdale,Tarzan and the Trappers,1958,Tarzan and the Trappers 1958,76080,40425,tt0052273
1910,2826,Tarzan,1995,Joe R. Lansdale,Tarzan's Fight for Life,1958,Tarzan's Fight for Life 1958,76084,40425,tt0052275
1911,2827,Tarzan,1995,Joe R. Lansdale,Tarzan's Greatest Adventure,1959,Tarzan's Greatest Adventure 1959,43205,40425,tt0053334
1912,2829,Tarzan,1995,Joe R. Lansdale,Tarzan the Magnificent,1960,Tarzan the Magnificent 1960,83407,40425,tt0054368
1913,2830,Tarzan,1995,Joe R. Lansdale,Tarzan Goes to India,1962,Tarzan Goes to India 1962,76082,40425,tt0056560
1914,2831,Tarzan,1995,Joe R. Lansdale,Tarzan's Three Challenges,1963,Tarzan's Three Challenges 1963,76091,40425,tt0057560
1915,2832,Tarzan,1995,Joe R. Lansdale,Tarzan and the Valley of Gold,1966,Tarzan and the Valley of Gold 1966,76081,40425,tt0061067
1916,2833,Tarzan,1995,Joe R. Lansdale,Tarzan and the Great River,1967,Tarzan and the Great River 1967,5037,40425,tt0062341
1917,2834,Tarzan,1995,Joe R. Lansdale,Tarzan and the Jungle Boy,1968,Tarzan and the Jungle Boy 1968,82132,40425,tt0063673
1918,2835,Tarzan,1995,Joe R. Lansdale,Tarzan's Deadly Silence,1970,Tarzan's Deadly Silence 1970,338036,40425,tt0066438
1919,2836,Tarzan,1995,Joe R. Lansdale,Tarzan and the Brown Prince,1972,Tarzan and the Brown Prince 1972,269749,40425,tt0069344
1920,2837,Tarzan,1995,Joe R. Lansdale,"Tarzan, the Ape Man",1981,"Tarzan, the Ape Man 1981",26325,40425,tt0083170
1921,2839,Tarzan,1995,Joe R. Lansdale,Tarzan and the Lost City,1998,Tarzan and the Lost City 1998,38618,40425,tt0120856
1922,2842,Tarzan,1995,Joe R. Lansdale,Tarzan,1999,Tarzan 1999,37135,40425,tt0120855
1923,2843,Tarzan,1995,Joe R. Lansdale,Tarzan & Jane,2002,Tarzan & Jane 2002,13683,40425,tt0313680
1924,2844,Tarzan,1995,Joe R. Lansdale,Tarzan II,2005,Tarzan II 2005,15657,40425,tt0437503
1925,2845,Telefon,1975,Walter Wager,Telefon,1977,Telefon 1977,22090,5713875,tt0076804
1926,2848,The Terminal Man,1972,Michael Crichton,The Terminal Man,1974,The Terminal Man 1974,32940,535611,tt0072267
1927,2849,Terms of Endearment,1975,Larry McMurtry,Terms of Endearment,1983,Terms of Endearment 1983,11050,63461,tt0086425
1928,2850,As Terras Do Risco,1994,Agustina Bessa-Luís,The Convent,1995,The Convent 1995,124614,1663214,tt0112716
1929,2853,Tess of the d'Urbervilles,1891,Thomas Hardy,Tess,1979,Tess 1979,11121,32261,tt0080009
1930,2854,The Tesseract,1998,Alex Garland,The Tesseract,2003,The Tesseract 2003,26541,410204,tt0374273
1931,2855,Tex,1979,S. E. Hinton,Tex,1982,Tex 1982,27332,6439138,tt0084783
1932,2857,Texasville,1987,Larry McMurtry,Texasville,1990,Texasville 1990,82545,54814,tt0103069
1933,2858,Theatre,1937,W. Somerset Maugham,Bezaubernde Julia,1960,Bezaubernde Julia 1960,305297,31326,tt0334946
1934,2862,Theatre,1937,W. Somerset Maugham,Poniro thilyko... katergara gynaika!,1980,Poniro thilyko... katergara gynaika! 1980,377079,31326,tt0190646
1935,2863,Theatre,1937,W. Somerset Maugham,Being Julia,2004,Being Julia 2004,18701,31326,tt0340012
1936,2866,They Came to Cordura,1958,Glendon Swarthout,They Came to Cordura,1959,They Came to Cordura 1959,46884,10308318,tt0053351
1937,2868,They Do It with Mirrors,1952,Agatha Christie,Murder with Mirrors,1985,Murder with Mirrors 1985,6032,68930,tt0089640
1938,2870,"They Shoot Horses, Don't They?",1935,Horace McCoy,"They Shoot Horses, Don't They?",1969,"They Shoot Horses, Don't They? 1969",28145,152052,tt0065088
1939,2871,Thin Air,1995,Robert B. Parker,Thin Air,2000,Thin Air 2000,235090,69628,tt0226519
1940,2872,The Thirteenth Guest,1929,Armitage Trail,The Thirteenth Guest,1932,The Thirteenth Guest 1932,76964,17236709,tt0023583
1941,2873,The Thirty-Nine Steps,1915,John Buchan,The 39 Steps,1935,The 39 Steps 1935,260,153492,tt0026029
1942,2874,The Thirty-Nine Steps,1915,John Buchan,The 39 Steps,1959,The 39 Steps 1959,25386,153492,tt0053354
1943,2875,The Thirty-Nine Steps,1915,John Buchan,The Thirty Nine Steps,1978,The Thirty Nine Steps 1978,60287,153492,tt0078389
1944,2876,The Thirty-Nine Steps,1915,John Buchan,The 39 Steps,2008,The 39 Steps 2008,16877,153492,tt1282016
1945,2879,Thieves Like Us,1937,Frederick A. Stokes,Thieves Like Us,1974,Thieves Like Us 1974,31656,1148823,tt0072274
1946,2881,Thor,1993,0,Bad Moon,1996,Bad Moon 1996,49763,542284,tt0115610
1947,2884,Thunderball,1961,Ian Fleming,Thunderball,1965,Thunderball 1965,660,177194,tt0059800
1948,2885,Thunderball,1961,Ian Fleming,Never Say Never Again,1983,Never Say Never Again 1983,36670,177194,tt0086006
1949,2888,The Thundering Herd,1925,Zane Grey,The Thundering Herd,1933,The Thundering Herd 1933,133548,121198,tt0025893
1950,2889,Three Godfathers,1913,Peter B. Kyne,The Three Godfathers,1916,The Three Godfathers 1916,298901,7550787,tt0007453
1951,2890,Three Godfathers,1913,Peter B. Kyne,Marked Men,1919,Marked Men 1919,540460,7550787,tt0010438
1952,2893,Three Godfathers,1913,Peter B. Kyne,Three Godfathers,1936,Three Godfathers 1936,149955,7550787,tt0028367
1953,2894,Three Godfathers,1913,Peter B. Kyne,3 Godfathers,1948,3 Godfathers 1948,29244,7550787,tt0040064
1954,2895,Three Godfathers,1913,Peter B. Kyne,The Godchild,1974,The Godchild 1974,252957,7550787,tt0071561
1955,2896,Three-Ten to Yuma,1953,Elmore Leonard,3:10 to Yuma,1957,3:10 to Yuma 1957,14168,173984,tt0050086
1956,2897,Three-Ten to Yuma,1953,Elmore Leonard,3:10 to Yuma,2007,3:10 to Yuma 2007,5176,173984,tt0381849
1957,2898,The Three Worlds of Johnny Handsome,1973,Morton Freedgood,Johnny Handsome,1989,Johnny Handsome 1989,505,1096572,tt0097626
1958,2899,A Thrill a Minute with Jack Albany,1967,Morton Freedgood,Never a Dull Moment,1968,Never a Dull Moment 1968,25441,25103211,tt0063341
1959,2900,A Tiger Walks,1960,0,A Tiger Walks,1964,A Tiger Walks 1964,64872,17293795,tt0058657
1960,2901,Time After Time,1979,Karl Alexander,Time After Time,1979,Time After Time 1979,24750,2857588,tt0080025
1961,2904,The Time Machine,1895,H. G. Wells,Time After Time,1979,Time After Time 1979,24750,2493,tt0080025
1962,2902,The Time Machine,1895,H. G. Wells,The Time Machine,1960,The Time Machine 1960,2134,2493,tt0054387
1963,2903,The Time Machine,1895,H. G. Wells,The Time Machine,1978,The Time Machine 1978,148948,2493,tt0078401
1964,2905,The Time Machine,1895,H. G. Wells,The Time Machine,2002,The Time Machine 2002,2135,2493,tt0268695
1965,2906,A Time to Kill,1989,John Grisham,A Time to Kill,1996,A Time to Kill 1996,1645,685427,tt0117913
1966,2907,The Time Traveler's Wife,2003,Audrey Niffenegger,The Time Traveler's Wife,2009,The Time Traveler's Wife 2009,24420,207035,tt0452694
1967,2908,Timeline,1999,Michael Crichton,Timeline,2003,Timeline 2003,9562,7669,tt0300556
1968,2910,To Catch a Thief,1952,David F. Dodge,To Catch a Thief,1955,To Catch a Thief 1955,381,6441667,tt0048728
1969,2911,To Have and Have Not,1937,Ernest Hemingway,To Have and Have Not,1944,To Have and Have Not 1944,22584,4630,tt0037382
1970,2912,To Have and Have Not,1937,Ernest Hemingway,The Breaking Point,1950,The Breaking Point 1950,37954,4630,tt0042281
1971,2913,To Have and Have Not,1937,Ernest Hemingway,The Gun Runners,1958,The Gun Runners 1958,90027,4630,tt0051687
1972,2914,To Kill a Mockingbird,1960,Harper Lee,To Kill a Mockingbird,1962,To Kill a Mockingbird 1962,595,2657,tt0056592
1973,2915,"To Sir, With Love",1959,E.R. Braithwaite,"To Sir, with Love",1967,"To Sir, with Love 1967",25934,895163,tt0062376
1974,2916,"To Sir, With Love",1959,E.R. Braithwaite,"To Sir, with Love II",1996,"To Sir, with Love II 1996",86040,895163,tt0117927
1975,2917,The Molly Fountain mini series - To the Devil,1953,Dennis Wheatley,To the Devil a Daughter,1976,To the Devil a Daughter 1976,40064,1201301,tt0075334
1976,2918,To the Last Man,1921,Zane Grey,To the Last Man,1933,To the Last Man 1933,164479,1492330,tt0024674
1977,2919,Der Tod in Venedig,1912,Thomas Mann,Death in Venice,1971,Death in Venice 1971,6619,53061,tt0067445
1978,2920,"Toby Tyler; or, Ten Weeks with a Circus",1877,James Otis Kaler,Toby Tyler,1960,Toby Tyler 1960,37200,42707603,tt0054390
1979,2925,Toilers of the Sea,1866,Victor Hugo,Sea Devils,1953,Sea Devils 1953,128048,146943,tt0046286
1980,2926,Topaz,1967,Leon Uris,Topaz,1969,Topaz 1969,2370,368819,tt0065112
1981,2927,Touch,1987,Elmore Leonard,Touch,1997,Touch 1997,61563,85216,tt0120357
1982,2931,Le tour du monde en quatre-vingts jours,1873,Jules Verne,The Three Stooges Go Around the World in a Daze,1963,The Three Stooges Go Around the World in a Daze 1963,100053,54479,tt0057580
1983,2937,Le tour du monde en quatre-vingts jours,1873,Jules Verne,Around the World in 80 Days,1988,Around the World in 80 Days 1988,119894,54479,tt0849426
1984,2941,Le tour du monde en quatre-vingts jours,1873,Jules Verne,Around the World in 80 Days,2004,Around the World in 80 Days 2004,10204,54479,tt0327437
1985,2942,Tous les hommes sont mortels,1946,Simone de Beauvoir,All Men Are Mortal,1995,All Men Are Mortal 1995,289901,1041367,tt0112323
1986,2944,A Town Like Alice,1950,Nevil Shute,A Town Like Alice,1956,A Town Like Alice 1956,88558,107301,tt0049871
1987,2946,Trainspotting,1993,Irvine Welsh,Trainspotting,1996,Trainspotting 1996,627,135839,tt0117951
1988,2949,Treasure Island,1883,Robert Louis Stevenson,Treasure Island,1934,Treasure Island 1934,43605,295,tt0025907
1989,2950,Treasure Island,1883,Robert Louis Stevenson,Treasure Island,1937,Treasure Island 1937,394671,295,tt0029356
1990,2951,Treasure Island,1883,Robert Louis Stevenson,Treasure Island,1950,Treasure Island 1950,6646,295,tt0043067
1991,2952,Treasure Island,1883,Robert Louis Stevenson,Long John Silver,1954,Long John Silver 1954,23115,295,tt0047189
1992,2953,Treasure Island,1883,Robert Louis Stevenson,Return to Treasure Island,1954,Return to Treasure Island 1954,153967,295,tt0047406
1993,2954,Treasure Island,1883,Robert Louis Stevenson,Treasure Island,1971,Treasure Island 1971,135710,295,tt0167326
1994,2955,Treasure Island,1883,Robert Louis Stevenson,Animal Treasure Island,1971,Animal Treasure Island 1971,34834,295,tt0067002
1995,2956,Treasure Island,1883,Robert Louis Stevenson,Treasure Island,1972,Treasure Island 1972,22376,295,tt0069229
1996,2957,Treasure Island,1883,Robert Louis Stevenson,Treasure Island,1972,Treasure Island 1972,22376,295,tt0069229
1997,2959,Treasure Island,1883,Robert Louis Stevenson,Treasure Island,1982,Treasure Island 1982,295971,295,
1998,2962,Treasure Island,1883,Robert Louis Stevenson,L'isola del tesoro,1987,L'isola del tesoro 1987,452572,295,
1999,2963,Treasure Island,1883,Robert Louis Stevenson,Treasure Island,1988,Treasure Island 1988,49418,295,
2000,2965,Treasure Island,1883,Robert Louis Stevenson,Treasure Island,1990,Treasure Island 1990,26612,295,tt0100813
2001,2967,Treasure Island,1883,Robert Louis Stevenson,Muppet Treasure Island,1996,Muppet Treasure Island 1996,10874,295,tt0117110
2002,2970,Treasure Island,1883,Robert Louis Stevenson,Treasure Island,1999,Treasure Island 1999,128979,295,tt0248568
2003,2970,Treasure Island,1883,Robert Louis Stevenson,Treasure Island,1999,Treasure Island 1999,326502,295,
2004,2971,Treasure Island,1883,Robert Louis Stevenson,Treasure Planet,2002,Treasure Planet 2002,9016,295,tt0133240
2005,2972,Treasure Island,1883,Robert Louis Stevenson,Pirates of Treasure Island,2006,Pirates of Treasure Island 2006,25043,295,tt0811011
2006,2974,The Treasure of the Sierra Madre,1927,B. Traven,The Treasure of the Sierra Madre,1948,The Treasure of the Sierra Madre 1948,3090,57658,tt0040897
2007,2975,The Trial,1925,Franz Kafka,The Trial,1962,The Trial 1962,3009,17690,tt0057427
2008,2976,The Trial,1925,Franz Kafka,After Hours,1985,After Hours 1985,10843,17690,tt0088680
2009,2977,The Trial,1925,Franz Kafka,The Trial,1993,The Trial 1993,69703,17690,
2010,2978,Trinity's Child,1983,William Prochnau,By Dawn's Early Light,1990,By Dawn's Early Light 1990,20674,1076258,tt0099197
2011,2979,Les Trois Mousquetaires,1844,"Alexandre Dumas, père",The Three Musketeers,1903,The Three Musketeers 1903,32674,7190,tt0259649
2012,2984,Les Trois Mousquetaires,1844,"Alexandre Dumas, père",The Three Musketeers,1921,The Three Musketeers 1921,82731,7190,tt0012752
2013,2985,Les Trois Mousquetaires,1844,"Alexandre Dumas, père",The Three Musketeers,1933,The Three Musketeers 1933,140887,7190,
2014,2987,Les Trois Mousquetaires,1844,"Alexandre Dumas, père",The Three Musketeers,1935,The Three Musketeers 1935,144919,7190,tt0027099
2015,2988,Les Trois Mousquetaires,1844,"Alexandre Dumas, père",The Three Musketeers,1939,The Three Musketeers 1939,110603,7190,tt0032028
2016,2989,Les Trois Mousquetaires,1844,"Alexandre Dumas, père",The Three Musketeers,1948,The Three Musketeers 1948,41609,7190,tt0040876
2017,2990,Les Trois Mousquetaires,1844,"Alexandre Dumas, père",At Sword's Point,1952,At Sword's Point 1952,147882,7190,tt0044380
2018,2992,Les Trois Mousquetaires,1844,"Alexandre Dumas, père",Los tres mosqueteros y medio,1957,Los tres mosqueteros y medio 1957,420209,7190,tt0049880
2019,2999,Les Trois Mousquetaires,1844,"Alexandre Dumas, père",The Three Musketeers,1973,The Three Musketeers 1973,2926,7190,tt0072281
2020,2999,Les Trois Mousquetaires,1844,"Alexandre Dumas, père",The Three Musketeers,1973,The Three Musketeers 1973,428181,7190,
2021,3002,Les Trois Mousquetaires,1844,"Alexandre Dumas, père",The Three Musketeers,1973,The Three Musketeers 1973,2926,7190,tt0072281
2022,3002,Les Trois Mousquetaires,1844,"Alexandre Dumas, père",The Three Musketeers,1973,The Three Musketeers 1973,428181,7190,
2023,3000,Les Trois Mousquetaires,1844,"Alexandre Dumas, père",The Four Musketeers,1974,The Four Musketeers 1974,12310,7190,tt0073012
2024,3001,Les Trois Mousquetaires,1844,"Alexandre Dumas, père",The Return of the Musketeers,1989,The Return of the Musketeers 1989,41946,7190,tt0098194
